Origin,Year,Import,Type
United Kingdom,2007,31.5,Motor Vehicle
United Kingdom,2008,91.6,Motor Vehicle
United Kingdom,2009,26.8,Motor Vehicle
United Kingdom,2010,76.2,Motor Vehicle
United Kingdom,2011,122.7,Motor Vehicle
United Kingdom,2012,228.8,Motor Vehicle
United Kingdom,2013,59.2,Motor Vehicle
United Kingdom,2014,53.9,Motor Vehicle
United Kingdom,2015,9.3,Motor Vehicle
United Kingdom,2016,6,Motor Vehicle
United Kingdom,2017,21.2,Motor Vehicle
Singapore,2000,21.2,Motor Vehicle
Singapore,2001,19.7,Motor Vehicle
Singapore,2002,39,Motor Vehicle
Singapore,2003,22.1,Motor Vehicle
Singapore,2004,23.5,Motor Vehicle
Singapore,2005,100.1,Motor Vehicle
Singapore,2006,37.3,Motor Vehicle
Singapore,2007,23.5,Motor Vehicle
Singapore,2008,122.7,Motor Vehicle
Singapore,2009,90.5,Motor Vehicle
Singapore,2010,51.3,Motor Vehicle
Singapore,2011,65,Motor Vehicle
Singapore,2012,196.5,Motor Vehicle
Singapore,2013,95,Motor Vehicle
Singapore,2014,52.9,Motor Vehicle
Singapore,2015,4.7,Motor Vehicle
Singapore,2016,1,Motor Vehicle
Singapore,2017,5.2,Motor Vehicle
Australia,2000,9.2,Motor Vehicle
Australia,2001,13,Motor Vehicle
Australia,2002,10.2,Motor Vehicle
Australia,2003,11.2,Motor Vehicle
Australia,2004,7.3,Motor Vehicle
Australia,2005,9,Motor Vehicle
Australia,2006,15,Motor Vehicle
Australia,2007,0,Motor Vehicle
Australia,2008,0,Motor Vehicle
Australia,2009,0,Motor Vehicle
Australia,2010,0,Motor Vehicle
Australia,2011,0,Motor Vehicle
Australia,2012,0,Motor Vehicle
Australia,2013,0,Motor Vehicle
Australia,2014,0,Motor Vehicle
Australia,2015,0,Motor Vehicle
Australia,2016,0,Motor Vehicle
Australia,2017,0,Motor Vehicle
France,2000,12.3,Motor Vehicle
France,2001,29,Motor Vehicle
France,2002,9.3,Motor Vehicle
France,2003,13.2,Motor Vehicle
France,2004,12.4,Motor Vehicle
France,2005,10.2,Motor Vehicle
France,2006,11.6,Motor Vehicle
France,2007,0,Motor Vehicle
France,2008,0,Motor Vehicle
France,2009,0,Motor Vehicle
France,2010,0,Motor Vehicle
France,2011,0,Motor Vehicle
France,2012,0,Motor Vehicle
France,2013,0,Motor Vehicle
France,2014,0,Motor Vehicle
France,2015,0,Motor Vehicle
France,2016,0,Motor Vehicle
France,2017,0,Motor Vehicle
Others,2000,25.1,Motor Vehicle
Others,2001,40.4,Motor Vehicle
Others,2002,34,Motor Vehicle
Others,2003,45.2,Motor Vehicle
Others,2004,72.1,Motor Vehicle
Others,2005,139.1,Motor Vehicle
Others,2006,106,Motor Vehicle
Others,2007,119.2,Motor Vehicle
Others,2008,186.1,Motor Vehicle
Others,2009,134.5,Motor Vehicle
Others,2010,131.2,Motor Vehicle
Others,2011,210.3,Motor Vehicle
Others,2012,264,Motor Vehicle
Others,2013,172.4,Motor Vehicle
Others,2014,113.7,Motor Vehicle
Others,2015,40.6,Motor Vehicle
Others,2016,56.6,Motor Vehicle
Others,2017,299.7,Motor Vehicle
Singapore,2000,1719,Petroleum
Singapore,2001,1047.8,Petroleum
Singapore,2002,2047,Petroleum
Singapore,2003,2312.9,Petroleum
Singapore,2004,3555.4,Petroleum
Singapore,2005,6533.9,Petroleum
Singapore,2006,6301.1,Petroleum
Singapore,2007,5931.5,Petroleum
Singapore,2008,10693.9,Petroleum
Singapore,2009,6313.8,Petroleum
Singapore,2010,10187.6,Petroleum
Singapore,2011,15416.3,Petroleum
Singapore,2012,15449.5,Petroleum
Singapore,2013,15422.6,Petroleum
Singapore,2014,15035.1,Petroleum
Singapore,2015,9047.2,Petroleum
Singapore,2016,6887.4,Petroleum
Singapore,2017,8603.8,Petroleum
Malaysia,2000,421,Petroleum
Malaysia,2001,344.5,Petroleum
Malaysia,2002,246.2,Petroleum
Malaysia,2003,344,Petroleum
Malaysia,2004,521,Petroleum
Malaysia,2005,763.5,Petroleum
Malaysia,2006,1588.6,Petroleum
Malaysia,2007,4262,Petroleum
Malaysia,2008,4991.1,Petroleum
Malaysia,2009,2504.2,Petroleum
Malaysia,2010,4126.9,Petroleum
Malaysia,2011,4659.4,Petroleum
Malaysia,2012,5922.4,Petroleum
Malaysia,2013,7393.4,Petroleum
Malaysia,2014,5076.9,Petroleum
Malaysia,2015,3551.3,Petroleum
Malaysia,2016,2469.4,Petroleum
Malaysia,2017,3572.3,Petroleum
Saudi Arabia,2000,1442,Petroleum
Saudi Arabia,2001,1102.9,Petroleum
Saudi Arabia,2002,966.4,Petroleum
Saudi Arabia,2003,1324.5,Petroleum
Saudi Arabia,2004,1762.6,Petroleum
Saudi Arabia,2005,2489.1,Petroleum
Saudi Arabia,2006,1334.2,Petroleum
Saudi Arabia,2007,3005.5,Petroleum
Saudi Arabia,2008,4229.5,Petroleum
Saudi Arabia,2009,2678.1,Petroleum
Saudi Arabia,2010,3624.6,Petroleum
Saudi Arabia,2011,4477.2,Petroleum
Saudi Arabia,2012,4154.2,Petroleum
Saudi Arabia,2013,5557.5,Petroleum
Saudi Arabia,2014,5546.6,Petroleum
Saudi Arabia,2015,2748.7,Petroleum
Saudi Arabia,2016,2019.5,Petroleum
Saudi Arabia,2017,2358.7,Petroleum
"Korea, Republic of",2000,0,Petroleum
"Korea, Republic of",2001,0,Petroleum
"Korea, Republic of",2002,0,Petroleum
"Korea, Republic of",2003,0,Petroleum
"Korea, Republic of",2004,0,Petroleum
"Korea, Republic of",2005,0,Petroleum
"Korea, Republic of",2006,0,Petroleum
"Korea, Republic of",2007,1202.2,Petroleum
"Korea, Republic of",2008,2127.7,Petroleum
"Korea, Republic of",2009,934.6,Petroleum
"Korea, Republic of",2010,2110,Petroleum
"Korea, Republic of",2011,5558.9,Petroleum
"Korea, Republic of",2012,3668.9,Petroleum
"Korea, Republic of",2013,2779.2,Petroleum
"Korea, Republic of",2014,4091,Petroleum
"Korea, Republic of",2015,2148.6,Petroleum
"Korea, Republic of",2016,765.5,Petroleum
"Korea, Republic of",2017,902.5,Petroleum
Kuwait,2000,727.3,Petroleum
Kuwait,2001,656.9,Petroleum
Kuwait,2002,631.3,Petroleum
Kuwait,2003,633.3,Petroleum
Kuwait,2004,990.8,Petroleum
Kuwait,2005,1216.3,Petroleum
Kuwait,2006,1453.4,Petroleum
Kuwait,2007,1665,Petroleum
Kuwait,2008,1787.2,Petroleum
Kuwait,2009,1368.6,Petroleum
Kuwait,2010,1177.1,Petroleum
Kuwait,2011,1190.5,Petroleum
Kuwait,2012,1885.1,Petroleum
Kuwait,2013,1148.6,Petroleum
Kuwait,2014,1182.6,Petroleum
Kuwait,2015,504,Petroleum
Kuwait,2016,182.6,Petroleum
Kuwait,2017,259.2,Petroleum
Brunei Darussalam,2000,15.5,Petroleum
Brunei Darussalam,2001,35.9,Petroleum
Brunei Darussalam,2002,33.1,Petroleum
Brunei Darussalam,2003,113.3,Petroleum
Brunei Darussalam,2004,291.6,Petroleum
Brunei Darussalam,2005,1190.1,Petroleum
Brunei Darussalam,2006,1602.8,Petroleum
Brunei Darussalam,2007,1861.2,Petroleum
Brunei Darussalam,2008,2410.8,Petroleum
Brunei Darussalam,2009,636.7,Petroleum
Brunei Darussalam,2010,659.1,Petroleum
Brunei Darussalam,2011,1004.9,Petroleum
Brunei Darussalam,2012,405.1,Petroleum
Brunei Darussalam,2013,639,Petroleum
Brunei Darussalam,2014,568.1,Petroleum
Brunei Darussalam,2015,104.7,Petroleum
Brunei Darussalam,2016,79.7,Petroleum
Brunei Darussalam,2017,27.9,Petroleum
Nigeria,2000,440.8,Petroleum
Nigeria,2001,444.5,Petroleum
Nigeria,2002,1130.7,Petroleum
Nigeria,2003,860.3,Petroleum
Nigeria,2004,1073.8,Petroleum
Nigeria,2005,945.3,Petroleum
Nigeria,2006,0,Petroleum
Nigeria,2007,602.7,Petroleum
Nigeria,2008,103.3,Petroleum
Nigeria,2009,503.6,Petroleum
Nigeria,2010,913.2,Petroleum
Nigeria,2011,1606.1,Petroleum
Nigeria,2012,2735,Petroleum
Nigeria,2013,3092,Petroleum
Nigeria,2014,3286.1,Petroleum
Nigeria,2015,1284.5,Petroleum
Nigeria,2016,1280.1,Petroleum
Nigeria,2017,1253,Petroleum
Azerbaijan,2000,0,Petroleum
Azerbaijan,2001,0,Petroleum
Azerbaijan,2002,0,Petroleum
Azerbaijan,2003,0,Petroleum
Azerbaijan,2004,0,Petroleum
Azerbaijan,2005,0,Petroleum
Azerbaijan,2006,0,Petroleum
Azerbaijan,2007,98.5,Petroleum
Azerbaijan,2008,100,Petroleum
Azerbaijan,2009,756.3,Petroleum
Azerbaijan,2010,894.7,Petroleum
Azerbaijan,2011,1760.6,Petroleum
Azerbaijan,2012,1233.5,Petroleum
Azerbaijan,2013,1738.5,Petroleum
Azerbaijan,2014,2421.3,Petroleum
Azerbaijan,2015,1284.1,Petroleum
Azerbaijan,2016,483,Petroleum
Azerbaijan,2017,408.4,Petroleum
China,2000,276.8,Petroleum
China,2001,315.8,Petroleum
China,2002,328.8,Petroleum
China,2003,620.1,Petroleum
China,2004,743,Petroleum
China,2005,1291.6,Petroleum
China,2006,1134.9,Petroleum
China,2007,600.6,Petroleum
China,2008,299.3,Petroleum
China,2009,510.8,Petroleum
China,2010,736.2,Petroleum
China,2011,755.8,Petroleum
China,2012,423.8,Petroleum
China,2013,279,Petroleum
China,2014,162.8,Petroleum
China,2015,186.1,Petroleum
China,2016,111,Petroleum
China,2017,255,Petroleum
Uni Emirat Arab,2000,0,Petroleum
Uni Emirat Arab,2001,0,Petroleum
Uni Emirat Arab,2002,0,Petroleum
Uni Emirat Arab,2003,0,Petroleum
Uni Emirat Arab,2004,0,Petroleum
Uni Emirat Arab,2005,0,Petroleum
Uni Emirat Arab,2006,0,Petroleum
Uni Emirat Arab,2007,72.1,Petroleum
Uni Emirat Arab,2008,233.4,Petroleum
Uni Emirat Arab,2009,195,Petroleum
Uni Emirat Arab,2010,310.2,Petroleum
Uni Emirat Arab,2011,478.4,Petroleum
Uni Emirat Arab,2012,1286.2,Petroleum
Uni Emirat Arab,2013,1389.3,Petroleum
Uni Emirat Arab,2014,1330,Petroleum
Uni Emirat Arab,2015,1041.3,Petroleum
Uni Emirat Arab,2016,959.7,Petroleum
Uni Emirat Arab,2017,1577.7,Petroleum
Turkey,2000,0,Petroleum
Turkey,2001,0,Petroleum
Turkey,2002,0,Petroleum
Turkey,2003,0,Petroleum
Turkey,2004,0,Petroleum
Turkey,2005,0,Petroleum
Turkey,2006,0,Petroleum
Turkey,2007,607,Petroleum
Turkey,2008,891.6,Petroleum
Turkey,2009,344.4,Petroleum
Turkey,2010,0.1,Petroleum
Turkey,2011,207.6,Petroleum
Turkey,2012,0,Petroleum
Turkey,2013,1051.3,Petroleum
Turkey,2014,770.4,Petroleum
Turkey,2015,0,Petroleum
Turkey,2016,0,Petroleum
Turkey,2017,0,Petroleum
Thailand ,2000,85.4,Petroleum
Thailand ,2001,68.5,Petroleum
Thailand ,2002,119.2,Petroleum
Thailand ,2003,157.9,Petroleum
Thailand ,2004,407.7,Petroleum
Thailand ,2005,364.9,Petroleum
Thailand ,2006,21.1,Petroleum
Thailand ,2007,0,Petroleum
Thailand ,2008,0,Petroleum
Thailand ,2009,0,Petroleum
Thailand ,2010,0,Petroleum
Thailand ,2011,0,Petroleum
Thailand ,2012,0,Petroleum
Thailand ,2013,0,Petroleum
Thailand ,2014,0,Petroleum
Thailand ,2015,0,Petroleum
Thailand ,2016,0,Petroleum
Thailand ,2017,0,Petroleum
Vietnam,2000,174.4,Petroleum
Vietnam,2001,113.8,Petroleum
Vietnam,2002,103.2,Petroleum
Vietnam,2003,258.8,Petroleum
Vietnam,2004,339.5,Petroleum
Vietnam,2005,351.7,Petroleum
Vietnam,2006,634.6,Petroleum
Vietnam,2007,0,Petroleum
Vietnam,2008,0,Petroleum
Vietnam,2009,0,Petroleum
Vietnam,2010,0,Petroleum
Vietnam,2011,0,Petroleum
Vietnam,2012,0,Petroleum
Vietnam,2013,0,Petroleum
Vietnam,2014,0,Petroleum
Vietnam,2015,0,Petroleum
Vietnam,2016,0,Petroleum
Vietnam,2017,0,Petroleum
Algeria ,2000,0,Petroleum
Algeria ,2001,426.7,Petroleum
Algeria ,2002,153.2,Petroleum
Algeria ,2003,173.2,Petroleum
Algeria ,2004,143.3,Petroleum
Algeria ,2005,58.2,Petroleum
Algeria ,2006,136.5,Petroleum
Algeria ,2007,0,Petroleum
Algeria ,2008,0,Petroleum
Algeria ,2009,0,Petroleum
Algeria ,2010,0,Petroleum
Algeria ,2011,0,Petroleum
Algeria ,2012,0,Petroleum
Algeria ,2013,0,Petroleum
Algeria ,2014,0,Petroleum
Algeria ,2015,0,Petroleum
Algeria ,2016,0,Petroleum
Algeria ,2017,0,Petroleum
Australia ,2000,31.8,Petroleum
Australia ,2001,47.3,Petroleum
Australia ,2002,43,Petroleum
Australia ,2003,193.9,Petroleum
Australia ,2004,243.6,Petroleum
Australia ,2005,320.8,Petroleum
Australia ,2006,306,Petroleum
Australia ,2007,0,Petroleum
Australia ,2008,0,Petroleum
Australia ,2009,0,Petroleum
Australia ,2010,0,Petroleum
Australia ,2011,0,Petroleum
Australia ,2012,0,Petroleum
Australia ,2013,0,Petroleum
Australia ,2014,0,Petroleum
Australia ,2015,0,Petroleum
Australia ,2016,0,Petroleum
Australia ,2017,0,Petroleum
Others,2000,685.5,Petroleum
Others,2001,867.3,Petroleum
Others,2002,723.6,Petroleum
Others,2003,618.7,Petroleum
Others,2004,1659.7,Petroleum
Others,2005,1932.3,Petroleum
Others,2006,4449.7,Petroleum
Others,2007,2024.5,Petroleum
Others,2008,2685.1,Petroleum
Others,2009,2234.6,Petroleum
Others,2010,2673,Petroleum
Others,2011,3585.8,Petroleum
Others,2012,5400.5,Petroleum
Others,2013,4776,Petroleum
Others,2014,3989,Petroleum
Others,2015,2712.7,Petroleum
Others,2016,3501.9,Petroleum
Others,2017,5097.8,Petroleum
Vietnam ,2000,77.0756,Rice
Vietnam ,2001,23.4406,Rice
Vietnam ,2002,112.9651,Rice
Vietnam ,2003,96.2731,Rice
Vietnam ,2004,13.5441,Rice
Vietnam ,2005,12.3874,Rice
Vietnam ,2006,83.7734,Rice
Vietnam ,2007,335.5588,Rice
Vietnam ,2008,47.3921,Rice
Vietnam ,2009,7.9369,Rice
Vietnam ,2010,232.9157,Rice
Vietnam ,2011,946.4901,Rice
Vietnam ,2012,564.9257,Rice
Vietnam ,2013,97.3033,Rice
Vietnam ,2014,143.536,Rice
Vietnam ,2015,202.5631,Rice
Vietnam ,2016,243.1312,Rice
Vietnam ,2017,6.7613,Rice
Thailand,2000,83.408,Rice
Thailand,2001,33.7566,Rice
Thailand,2002,82.5661,Rice
Thailand,2003,110.447,Rice
Thailand,2004,33.0232,Rice
Thailand,2005,32.489,Rice
Thailand,2006,45.3993,Rice
Thailand,2007,122.4259,Rice
Thailand,2008,64.721,Rice
Thailand,2009,81.9598,Rice
Thailand,2010,109.1337,Rice
Thailand,2011,533.0019,Rice
Thailand,2012,186.1714,Rice
Thailand,2013,61.7875,Rice
Thailand,2014,175.3874,Rice
Thailand,2015,66.7724,Rice
Thailand,2016,212.6028,Rice
Thailand,2017,60.2869,Rice
China,2000,107.4284,Rice
China,2001,4.6456,Rice
China,2002,25.6235,Rice
China,2003,11.1316,Rice
China,2004,0.0425,Rice
China,2005,0.004,Rice
China,2006,0.145,Rice
China,2007,1.5006,Rice
China,2008,6.6424,Rice
China,2009,13.697,Rice
China,2010,12.7285,Rice
China,2011,15.4671,Rice
China,2012,11.2056,Rice
China,2013,1.5265,Rice
China,2014,4.1015,Rice
China,2015,1.631,Rice
China,2016,49.1241,Rice
China,2017,8.1187,Rice
India,2000,0.0001,Rice
India,2001,0.3037,Rice
India,2002,61.148,Rice
India,2003,17.2827,Rice
India,2004,0.4231,Rice
India,2005,0.3177,Rice
India,2006,0.6442,Rice
India,2007,1.6062,Rice
India,2008,0.3376,Rice
India,2009,0.7915,Rice
India,2010,1.7675,Rice
India,2011,6.3079,Rice
India,2012,122.189,Rice
India,2013,44.9891,Rice
India,2014,34.2995,Rice
India,2015,13.6717,Rice
India,2016,15.795,Rice
India,2017,13.3971,Rice
Pakistan,2000,5.2311,Rice
Pakistan,2001,5.0458,Rice
Pakistan,2002,5.4648,Rice
Pakistan,2003,8.1981,Rice
Pakistan,2004,0,Rice
Pakistan,2005,0,Rice
Pakistan,2006,0.1882,Rice
Pakistan,2007,1.247,Rice
Pakistan,2008,0.2592,Rice
Pakistan,2009,0.1607,Rice
Pakistan,2010,1.7658,Rice
Pakistan,2011,6.0534,Rice
Pakistan,2012,52.4834,Rice
Pakistan,2013,29.9969,Rice
Pakistan,2014,23.9093,Rice
Pakistan,2015,62.9492,Rice
Pakistan,2016,4.2207,Rice
Pakistan,2017,34.7931,Rice
United States,2000,13.8289,Rice
United States,2001,52.8886,Rice
United States,2002,3.5793,Rice
United States,2003,22.8305,Rice
United States,2004,5.4596,Rice
United States,2005,0.7787,Rice
United States,2006,0.6469,Rice
United States,2007,0.7911,Rice
United States,2008,1.7963,Rice
United States,2009,2.0057,Rice
United States,2010,1.7455,Rice
United States,2011,2.4896,Rice
United States,2012,2.7186,Rice
United States,2013,2.9836,Rice
United States,2014,1.2943,Rice
United States,2015,0,Rice
United States,2016,0.0008,Rice
United States,2017,0,Rice
Taiwan,2000,0,Rice
Taiwan,2001,0,Rice
Taiwan,2002,0.5216,Rice
Taiwan,2003,3.3581,Rice
Taiwan,2004,3.7865,Rice
Taiwan,2005,0,Rice
Taiwan,2006,0.9356,Rice
Taiwan,2007,0.2236,Rice
Taiwan,2008,0,Rice
Taiwan,2009,0,Rice
Taiwan,2010,0,Rice
Taiwan,2011,1.05,Rice
Taiwan,2012,0,Rice
Taiwan,2013,0.4656,Rice
Taiwan,2014,0.252,Rice
Taiwan,2015,0,Rice
Taiwan,2016,0,Rice
Taiwan,2017,0,Rice
Singapore,2000,0.4843,Rice
Singapore,2001,1.4054,Rice
Singapore,2002,3.6728,Rice
Singapore,2003,0.8214,Rice
Singapore,2004,1.6984,Rice
Singapore,2005,1.8803,Rice
Singapore,2006,0.5162,Rice
Singapore,2007,0.1709,Rice
Singapore,2008,0.4655,Rice
Singapore,2009,0.1,Rice
Singapore,2010,0.0276,Rice
Singapore,2011,0.9819,Rice
Singapore,2012,0.0322,Rice
Singapore,2013,0.0014,Rice
Singapore,2014,0,Rice
Singapore,2015,0,Rice
Singapore,2016,0,Rice
Singapore,2017,0,Rice
Myanmar ,2000,0.0138,Rice
Myanmar ,2001,3.8222,Rice
Myanmar ,2002,16.9693,Rice
Myanmar ,2003,6.502,Rice
Myanmar ,2004,0.4271,Rice
Myanmar ,2005,0,Rice
Myanmar ,2006,0,Rice
Myanmar ,2007,0,Rice
Myanmar ,2008,0,Rice
Myanmar ,2009,0,Rice
Myanmar ,2010,0,Rice
Myanmar ,2011,0.4192,Rice
Myanmar ,2012,4.7545,Rice
Myanmar ,2013,6.4989,Rice
Myanmar ,2014,5.0828,Rice
Myanmar ,2015,2.7323,Rice
Myanmar ,2016,0,Rice
Myanmar ,2017,0,Rice
Others,2000,31.6598,Rice
Others,2001,9.6042,Rice
Others,2002,30.0165,Rice
Others,2003,14.5783,Rice
Others,2004,3.3483,Rice
Others,2005,3.6419,Rice
Others,2006,0.3717,Rice
Others,2007,4.1953,Rice
Others,2008,2.5288,Rice
Others,2009,1.5016,Rice
Others,2010,0.7008,Rice
Others,2011,0.9023,Rice
Others,2012,1.1428,Rice
Others,2013,0.4492,Rice
Others,2014,0.3157,Rice
Others,2015,1.2825,Rice
Others,2016,6.9669,Rice
Others,2017,20.2846,Rice
Australia,2010,85.2653,Salt
Australia,2011,89.9765,Salt
Australia,2012,80.8583,Salt
Australia,2013,73.1252,Salt
Australia,2014,90.7475,Salt
Australia,2015,63.3581,Salt
Australia,2016,70.33,Salt
Australia,2017,76.0858,Salt
India,2010,21.7536,Salt
India,2011,54.0493,Salt
India,2012,25.357,Salt
India,2013,13.8088,Salt
India,2014,9.8482,Salt
India,2015,12.4044,Salt
India,2016,12.5567,Salt
India,2017,5.7494,Salt
China ,2010,1.0745,Salt
China ,2011,0.0539,Salt
China ,2012,0.4746,Salt
China ,2013,0.0612,Salt
China ,2014,2.0258,Salt
China ,2015,2.6365,Salt
China ,2016,0.4048,Salt
China ,2017,0.0323,Salt
New Zealand,2010,0.3526,Salt
New Zealand,2011,0.4045,Salt
New Zealand,2012,0.596,Salt
New Zealand,2013,0.6911,Salt
New Zealand,2014,0.8731,Salt
New Zealand,2015,0.9052,Salt
New Zealand,2016,1.2163,Salt
New Zealand,2017,1.1154,Salt
Singapore ,2010,0.1161,Salt
Singapore ,2011,1.404,Salt
Singapore ,2012,0.0851,Salt
Singapore ,2013,0.0957,Salt
Singapore ,2014,0.1039,Salt
Singapore ,2015,0.1355,Salt
Singapore ,2016,0.1067,Salt
Singapore ,2017,0.0842,Salt
Germany,2010,0.3324,Salt
Germany,2011,0.4682,Salt
Germany,2012,0.3623,Salt
Germany,2013,0.5873,Salt
Germany,2014,0.3934,Salt
Germany,2015,0.1288,Salt
Germany,2016,1.0265,Salt
Germany,2017,0.1582,Salt
Denmark,2010,0,Salt
Denmark,2011,0.0024,Salt
Denmark,2012,0.0172,Salt
Denmark,2013,0.1436,Salt
Denmark,2014,0.1543,Salt
Denmark,2015,0.1262,Salt
Denmark,2016,0.1267,Salt
Denmark,2017,0.2032,Salt
Others,2010,0.3507,Salt
Others,2011,0.1318,Salt
Others,2012,0.2071,Salt
Others,2013,0.1986,Salt
Others,2014,0.2002,Salt
Others,2015,0.1369,Salt
Others,2016,0.246,Salt
Others,2017,0.1667,Salt
United States ,2010,744.0222,Soybean
United States ,2011,1058.6166,Soybean
United States ,2012,1131.5633,Soybean
United States ,2013,1013.111,Soybean
United States ,2014,1120.8018,Soybean
United States ,2015,1006.2097,Soybean
United States ,2016,947.2325,Soybean
United States ,2017,1133.8569,Soybean
Canada,2010,4.3657,Soybean
Canada,2011,2.9207,Soybean
Canada,2012,4.6041,Soybean
Canada,2013,2.6027,Soybean
Canada,2014,13.196,Soybean
Canada,2015,13.5085,Soybean
Canada,2016,3.6965,Soybean
Canada,2017,5.8822,Soybean
Malaysia ,2010,50.1554,Soybean
Malaysia ,2011,116.4475,Soybean
Malaysia ,2012,47.4729,Soybean
Malaysia ,2013,14.922,Soybean
Malaysia ,2014,10.0454,Soybean
Malaysia ,2015,8.0019,Soybean
Malaysia ,2016,3.0412,Soybean
Malaysia ,2017,5.6232,Soybean
China ,2010,0.2061,Soybean
China ,2011,1.6591,Soybean
China ,2012,0.6303,Soybean
China ,2013,0.2709,Soybean
China ,2014,0.7698,Soybean
China ,2015,2.7406,Soybean
China ,2016,2.1895,Soybean
China ,2017,0,Soybean
Uruguay,2010,0.6749,Soybean
Uruguay,2011,9.5762,Soybean
Uruguay,2012,5.201,Soybean
Uruguay,2013,3.7004,Soybean
Uruguay,2014,13.4903,Soybean
Uruguay,2015,2.1027,Soybean
Uruguay,2016,1.1284,Soybean
Uruguay,2017,1.0589,Soybean
Ethiopia,2010,0,Soybean
Ethiopia,2011,0.2921,Soybean
Ethiopia,2012,0.0912,Soybean
Ethiopia,2013,2.5768,Soybean
Ethiopia,2014,2.4057,Soybean
Ethiopia,2015,0.8807,Soybean
Ethiopia,2016,0,Soybean
Ethiopia,2017,0,Soybean
Argentina,2010,35.2406,Soybean
Argentina,2011,42.3841,Soybean
Argentina,2012,1.438,Soybean
Argentina,2013,54.6741,Soybean
Argentina,2014,13.6469,Soybean
Argentina,2015,0.4893,Soybean
Argentina,2016,1.6121,Soybean
Argentina,2017,2.104,Soybean
Others,2010,5.3721,Soybean
Others,2011,14.0666,Soybean
Others,2012,20.2292,Soybean
Others,2013,9.7046,Soybean
Others,2014,2.5671,Soybean
Others,2015,0.4332,Soybean
Others,2016,0.1409,Soybean
Others,2017,2.2408,Soybean
Thailand,2010,356.3032,Sugar
Thailand,2011,53.993,Sugar
Thailand,2012,39.0616,Sugar
Thailand,2013,31.8593,Sugar
Thailand,2014,23.5651,Sugar
Thailand,2015,22.147,Sugar
Thailand,2016,77.8576,Sugar
Thailand,2017,48.9478,Sugar
"Korea, Rep of ",2010,12.4361,Sugar
"Korea, Rep of ",2011,5.3659,Sugar
"Korea, Rep of ",2012,5.04,Sugar
"Korea, Rep of ",2013,4.5442,Sugar
"Korea, Rep of ",2014,4.7382,Sugar
"Korea, Rep of ",2015,2.5337,Sugar
"Korea, Rep of ",2016,4.5988,Sugar
"Korea, Rep of ",2017,5.1569,Sugar
Hongkong,2010,0.0001,Sugar
Hongkong,2011,0.0001,Sugar
Hongkong,2012,0,Sugar
Hongkong,2013,0,Sugar
Hongkong,2014,0,Sugar
Hongkong,2015,2.2616,Sugar
Hongkong,2016,0,Sugar
Hongkong,2017,1.6615,Sugar
Malaysia ,2010,21.0317,Sugar
Malaysia ,2011,8.3365,Sugar
Malaysia ,2012,4.0568,Sugar
Malaysia ,2013,6.4156,Sugar
Malaysia ,2014,2.0224,Sugar
Malaysia ,2015,0.7935,Sugar
Malaysia ,2016,1.8977,Sugar
Malaysia ,2017,0.5086,Sugar
Australia,2010,14.0027,Sugar
Australia,2011,13.915,Sugar
Australia,2012,8.0303,Sugar
Australia,2013,5.5805,Sugar
Australia,2014,3.468,Sugar
Australia,2015,0.6724,Sugar
Australia,2016,0,Sugar
Australia,2017,0,Sugar
New Zealand,2010,0,Sugar
New Zealand,2011,0.0161,Sugar
New Zealand,2012,2.3449,Sugar
New Zealand,2013,3.8101,Sugar
New Zealand,2014,1.9073,Sugar
New Zealand,2015,0.5722,Sugar
New Zealand,2016,0,Sugar
New Zealand,2017,0,Sugar
Singapore ,2010,3.1678,Sugar
Singapore ,2011,0,Sugar
Singapore ,2012,1.4656,Sugar
Singapore ,2013,0.5915,Sugar
Singapore ,2014,0.0514,Sugar
Singapore ,2015,0.5417,Sugar
Singapore ,2016,1.9307,Sugar
Singapore ,2017,0.6766,Sugar
Others,2010,15.0742,Sugar
Others,2011,62.3295,Sugar
Others,2012,2.0289,Sugar
Others,2013,0.2646,Sugar
Others,2014,0.04,Sugar
Others,2015,0.0163,Sugar
Others,2016,3.1452,Sugar
Others,2017,0.0174,Sugar
Japan,2002,25,Tellecommunication Equipment
Japan,2003,44.9,Tellecommunication Equipment
Japan,2004,52.9,Tellecommunication Equipment
Japan,2005,55.9,Tellecommunication Equipment
Japan,2006,55.1,Tellecommunication Equipment
Japan,2007,82.4,Tellecommunication Equipment
Japan,2008,518.6,Tellecommunication Equipment
Japan,2009,280,Tellecommunication Equipment
Japan,2010,252.1,Tellecommunication Equipment
Japan,2011,255,Tellecommunication Equipment
Japan,2012,227.5,Tellecommunication Equipment
Japan,2013,184.4,Tellecommunication Equipment
Japan,2014,162.2,Tellecommunication Equipment
Japan,2015,27.2,Tellecommunication Equipment
Japan,2016,35.4,Tellecommunication Equipment
Japan,2017,203.6,Tellecommunication Equipment
Hongkong,2002,6.7,Tellecommunication Equipment
Hongkong,2003,15,Tellecommunication Equipment
Hongkong,2004,20.8,Tellecommunication Equipment
Hongkong,2005,41.7,Tellecommunication Equipment
Hongkong,2006,55.1,Tellecommunication Equipment
Hongkong,2007,136.8,Tellecommunication Equipment
Hongkong,2008,637.7,Tellecommunication Equipment
Hongkong,2009,542.3,Tellecommunication Equipment
Hongkong,2010,365.5,Tellecommunication Equipment
Hongkong,2011,678.3,Tellecommunication Equipment
Hongkong,2012,196.7,Tellecommunication Equipment
Hongkong,2013,177.1,Tellecommunication Equipment
