Destination ,Year,Export,Type
Singapore,2017,789.6018,Jewellery Goods and Valuables
Singapore,2018,737.546,Jewellery Goods and Valuables
Hong Kong,2012,37.1795,Jewellery Goods and Valuables
Hong Kong,2013,28.0004,Jewellery Goods and Valuables
Hong Kong,2014,366.3739,Jewellery Goods and Valuables
Hong Kong,2015,429.4467,Jewellery Goods and Valuables
Hong Kong,2016,486.3619,Jewellery Goods and Valuables
Hong Kong,2017,397.0891,Jewellery Goods and Valuables
Hong Kong,2018,413.4507,Jewellery Goods and Valuables
United Arab Emirates,2012,14.1277,Jewellery Goods and Valuables
United Arab Emirates,2013,18.2724,Jewellery Goods and Valuables
United Arab Emirates,2014,380.9118,Jewellery Goods and Valuables
United Arab Emirates,2015,248.0214,Jewellery Goods and Valuables
United Arab Emirates,2016,226.3134,Jewellery Goods and Valuables
United Arab Emirates,2017,183.1906,Jewellery Goods and Valuables
United Arab Emirates,2018,87.5146,Jewellery Goods and Valuables
South Africa,2012,5.4217,Jewellery Goods and Valuables
South Africa,2013,8.9755,Jewellery Goods and Valuables
South Africa,2014,547.5795,Jewellery Goods and Valuables
South Africa,2015,12.3631,Jewellery Goods and Valuables
South Africa,2016,118.7591,Jewellery Goods and Valuables
South Africa,2017,0.051,Jewellery Goods and Valuables
South Africa,2018,0.0736,Jewellery Goods and Valuables
Taiwan,2012,0.0097,Jewellery Goods and Valuables
Taiwan,2013,0.0052,Jewellery Goods and Valuables
Taiwan,2014,384.6053,Jewellery Goods and Valuables
Taiwan,2015,798.3165,Jewellery Goods and Valuables
Taiwan,2016,112.6465,Jewellery Goods and Valuables
Taiwan,2017,0.0097,Jewellery Goods and Valuables
Taiwan,2018,0.0028,Jewellery Goods and Valuables
United States,2012,44.1825,Jewellery Goods and Valuables
United States,2013,72.174,Jewellery Goods and Valuables
United States,2014,92.8199,Jewellery Goods and Valuables
United States,2015,79.9965,Jewellery Goods and Valuables
United States,2016,107.7474,Jewellery Goods and Valuables
United States,2017,155.1041,Jewellery Goods and Valuables
United States,2018,223.932,Jewellery Goods and Valuables
India,2012,0.163,Jewellery Goods and Valuables
India,2013,0.1003,Jewellery Goods and Valuables
India,2014,51.0608,Jewellery Goods and Valuables
India,2015,371.6123,Jewellery Goods and Valuables
India,2016,14.5117,Jewellery Goods and Valuables
India,2017,15.4604,Jewellery Goods and Valuables
India,2018,1.6473,Jewellery Goods and Valuables
Australia,2012,1.9066,Jewellery Goods and Valuables
Australia,2013,1.981,Jewellery Goods and Valuables
Australia,2014,2.3108,Jewellery Goods and Valuables
Australia,2015,12.2735,Jewellery Goods and Valuables
Australia,2016,10.0178,Jewellery Goods and Valuables
Australia,2017,10.2081,Jewellery Goods and Valuables
Australia,2018,4.6411,Jewellery Goods and Valuables
Italy,2012,9.207,Jewellery Goods and Valuables
Italy,2013,10.7609,Jewellery Goods and Valuables
Italy,2014,9.9867,Jewellery Goods and Valuables
Italy,2015,10.2837,Jewellery Goods and Valuables
Italy,2016,8.5231,Jewellery Goods and Valuables
Italy,2017,10.5631,Jewellery Goods and Valuables
Italy,2018,10.7507,Jewellery Goods and Valuables
Others,2012,37.6998,Jewellery Goods and Valuables
Others,2013,39.4406,Jewellery Goods and Valuables
Others,2014,47.9433,Jewellery Goods and Valuables
Others,2015,38.6727,Jewellery Goods and Valuables
Others,2016,48.6283,Jewellery Goods and Valuables
Others,2017,48.4075,Jewellery Goods and Valuables
Others,2018,44.7125,Jewellery Goods and Valuables
China,2012,1696.5,Lignite
China,2013,1618.3,Lignite
China,2014,2028.1,Lignite
China,2015,1180.8,Lignite
China,2016,1534.3,Lignite
China,2017,2397.9,Lignite
China,2018,3105.2,Lignite
"Korea, Republic of",2012,0,Lignite
"Korea, Republic of",2013,6.3,Lignite
"Korea, Republic of",2014,2.9,Lignite
"Korea, Republic of",2015,38.6,Lignite
"Korea, Republic of",2016,43.8,Lignite
"Korea, Republic of",2017,122.1,Lignite
"Korea, Republic of",2018,61.2,Lignite
India ,2012,85.8,Lignite
India ,2013,76.2,Lignite
India ,2014,68.6,Lignite
India ,2015,19.3,Lignite
India ,2016,8.9,Lignite
India ,2017,16.3,Lignite
India ,2018,21.3,Lignite
Philippines,2012,1,Lignite
Philippines,2013,0,Lignite
Philippines,2014,0,Lignite
Philippines,2015,0.5,Lignite
Philippines,2016,8.5,Lignite
Philippines,2017,1,Lignite
Philippines,2018,5.5,Lignite
Malaysia,2012,4.1,Lignite
Malaysia,2013,0.3,Lignite
Malaysia,2014,2.3,Lignite
Malaysia,2015,0,Lignite
Malaysia,2016,6.4,Lignite
Malaysia,2017,2.2,Lignite
Malaysia,2018,1.2,Lignite
Taiwan,2012,25.5,Lignite
Taiwan,2013,21.3,Lignite
Taiwan,2014,11,Lignite
Taiwan,2015,14.4,Lignite
Taiwan,2016,4.5,Lignite
Taiwan,2017,6.4,Lignite
Taiwan,2018,5.3,Lignite
Thailand ,2012,0,Lignite
Thailand ,2013,3.9,Lignite
Thailand ,2014,1,Lignite
Thailand ,2015,4.2,Lignite
Thailand ,2016,3.2,Lignite
Thailand ,2017,4.7,Lignite
Thailand ,2018,2.1,Lignite
Cambodia,2012,0,Lignite
Cambodia,2013,0,Lignite
Cambodia,2014,0.4,Lignite
Cambodia,2015,0,Lignite
Cambodia,2016,1.9,Lignite
Cambodia,2017,0,Lignite
Cambodia,2018,0.6,Lignite
Spain,2012,0,Lignite
Spain,2013,0,Lignite
Spain,2014,0,Lignite
Spain,2015,0,Lignite
Spain,2016,1.1,Lignite
Spain,2017,20.4,Lignite
Spain,2018,106.5,Lignite
Japan,2012,47.9,Lignite
Japan,2013,0,Lignite
Japan,2014,0.3,Lignite
Japan,2015,0.2,Lignite
Japan,2016,0.4,Lignite
Japan,2017,0.3,Lignite
Japan,2018,0.6,Lignite
Others,2012,17.3,Lignite
Others,2013,15.3,Lignite
Others,2014,6.9,Lignite
Others,2015,23.7,Lignite
Others,2016,0,Lignite
Others,2017,25,Lignite
Others,2018,27.1,Lignite
China,2012,74.1703,Seaweed and other Algae
China,2013,113.3621,Seaweed and other Algae
China,2014,147.6548,Seaweed and other Algae
China,2015,109.6762,Seaweed and other Algae
China,2016,92.9652,Seaweed and other Algae
China,2017,127.5296,Seaweed and other Algae
China,2018,159.2069,Seaweed and other Algae
Chile,2012,5.371,Seaweed and other Algae
Chile,2013,7.1957,Seaweed and other Algae
Chile,2014,10.7532,Seaweed and other Algae
Chile,2015,9.2985,Seaweed and other Algae
Chile,2016,4.6045,Seaweed and other Algae
Chile,2017,6.0175,Seaweed and other Algae
Chile,2018,6.513,Seaweed and other Algae
"Korea, Republic of",2012,3.1311,Seaweed and other Algae
"Korea, Republic of",2013,3.0732,Seaweed and other Algae
"Korea, Republic of",2014,8.3148,Seaweed and other Algae
"Korea, Republic of",2015,8.0376,Seaweed and other Algae
"Korea, Republic of",2016,2.7186,Seaweed and other Algae
"Korea, Republic of",2017,5.6099,Seaweed and other Algae
"Korea, Republic of",2018,12.9017,Seaweed and other Algae
Hong Kong,2012,2.1766,Seaweed and other Algae
Hong Kong,2013,2.8474,Seaweed and other Algae
Hong Kong,2014,3.8843,Seaweed and other Algae
Hong Kong,2015,2.3253,Seaweed and other Algae
Hong Kong,2016,2.2734,Seaweed and other Algae
Hong Kong,2017,0.963,Seaweed and other Algae
Hong Kong,2018,0.318,Seaweed and other Algae
Philippines,2012,10.3461,Seaweed and other Algae
Philippines,2013,8.3854,Seaweed and other Algae
Philippines,2014,10.2008,Seaweed and other Algae
Philippines,2015,6.1267,Seaweed and other Algae
Philippines,2016,2.1785,Seaweed and other Algae
Philippines,2017,1.2632,Seaweed and other Algae
Philippines,2018,1.4243,Seaweed and other Algae
Japan,2012,0.5722,Seaweed and other Algae
Japan,2013,0.4424,Seaweed and other Algae
Japan,2014,0.9335,Seaweed and other Algae
Japan,2015,1.1086,Seaweed and other Algae
Japan,2016,1.1704,Seaweed and other Algae
Japan,2017,1.4429,Seaweed and other Algae
Japan,2018,1.2293,Seaweed and other Algae
France,2012,0.9789,Seaweed and other Algae
France,2013,2.299,Seaweed and other Algae
France,2014,3.4874,Seaweed and other Algae
France,2015,3.6955,Seaweed and other Algae
France,2016,0.7347,Seaweed and other Algae
France,2017,1.4656,Seaweed and other Algae
France,2018,4.0881,Seaweed and other Algae
Denmark,2012,0.6996,Seaweed and other Algae
Denmark,2013,1.6223,Seaweed and other Algae
Denmark,2014,1.0155,Seaweed and other Algae
Denmark,2015,0.8994,Seaweed and other Algae
Denmark,2016,0.5809,Seaweed and other Algae
Denmark,2017,0.7602,Seaweed and other Algae
Denmark,2018,1.0343,Seaweed and other Algae
Vietnam,2012,4.9297,Seaweed and other Algae
Vietnam,2013,1.0828,Seaweed and other Algae
Vietnam,2014,3.5913,Seaweed and other Algae
Vietnam,2015,4.0104,Seaweed and other Algae
Vietnam,2016,0.5771,Seaweed and other Algae
Vietnam,2017,2.5318,Seaweed and other Algae
Vietnam,2018,3.8886,Seaweed and other Algae
Spain,2012,1.6557,Seaweed and other Algae
Spain,2013,1.0645,Seaweed and other Algae
Spain,2014,2.8354,Seaweed and other Algae
Spain,2015,1.4425,Seaweed and other Algae
Spain,2016,0.3703,Seaweed and other Algae
Spain,2017,0.7077,Seaweed and other Algae
Spain,2018,2.5324,Seaweed and other Algae
Others,2012,6.1031,Seaweed and other Algae
Others,2013,4.0116,Seaweed and other Algae
Others,2014,9.5045,Seaweed and other Algae
Others,2015,4.9502,Seaweed and other Algae
Others,2016,1.6828,Seaweed and other Algae
Others,2017,3.324,Seaweed and other Algae
Others,2018,6.8007,Seaweed and other Algae
United States,2012,579.9,Sport Shoes
United States,2013,695,Sport Shoes
United States,2014,712.1,Sport Shoes
United States,2015,776.1,Sport Shoes
United States,2016,732.3,Sport Shoes
United States,2017,731.5,Sport Shoes
United States,2018,842.7,Sport Shoes
Belgium,2012,262.6,Sport Shoes
Belgium,2013,265.3,Sport Shoes
Belgium,2014,295.5,Sport Shoes
Belgium,2015,287.4,Sport Shoes
Belgium,2016,273.2,Sport Shoes
Belgium,2017,319.5,Sport Shoes
Belgium,2018,355.3,Sport Shoes
China,2012,87.9,Sport Shoes
China,2013,85.7,Sport Shoes
China,2014,121.2,Sport Shoes
China,2015,170.2,Sport Shoes
China,2016,219.6,Sport Shoes
China,2017,323.9,Sport Shoes
China,2018,297.8,Sport Shoes
Germany,2012,104.7,Sport Shoes
Germany,2013,111.5,Sport Shoes
Germany,2014,128.3,Sport Shoes
Germany,2015,159.5,Sport Shoes
Germany,2016,178.3,Sport Shoes
Germany,2017,170.4,Sport Shoes
Germany,2018,188,Sport Shoes
Japan,2012,86.5,Sport Shoes
Japan,2013,106.4,Sport Shoes
Japan,2014,108.4,Sport Shoes
Japan,2015,136.3,Sport Shoes
Japan,2016,164,Sport Shoes
Japan,2017,173.7,Sport Shoes
Japan,2018,186.5,Sport Shoes
Neteherlands,2012,87.6,Sport Shoes
Neteherlands,2013,77.6,Sport Shoes
Neteherlands,2014,64.1,Sport Shoes
Neteherlands,2015,81.5,Sport Shoes
Neteherlands,2016,119,Sport Shoes
Neteherlands,2017,108.7,Sport Shoes
Neteherlands,2018,102.6,Sport Shoes
United Kingdom,2012,123.4,Sport Shoes
United Kingdom,2013,124.2,Sport Shoes
United Kingdom,2014,120.3,Sport Shoes
United Kingdom,2015,134,Sport Shoes
United Kingdom,2016,116.6,Sport Shoes
United Kingdom,2017,124.1,Sport Shoes
United Kingdom,2018,138.4,Sport Shoes
"Korea, Republic of",2012,39.8,Sport Shoes
"Korea, Republic of",2013,49.2,Sport Shoes
"Korea, Republic of",2014,47.7,Sport Shoes
"Korea, Republic of",2015,53.7,Sport Shoes
"Korea, Republic of",2016,71.1,Sport Shoes
"Korea, Republic of",2017,85.2,Sport Shoes
"Korea, Republic of",2018,75.2,Sport Shoes
Italy,2012,69,Sport Shoes
Italy,2013,62.4,Sport Shoes
Italy,2014,57.5,Sport Shoes
Italy,2015,57.1,Sport Shoes
Italy,2016,51.1,Sport Shoes
Italy,2017,48.5,Sport Shoes
Italy,2018,44.2,Sport Shoes
Mexico,2012,74.7,Sport Shoes
Mexico,2013,73.1,Sport Shoes
Mexico,2014,63.6,Sport Shoes
Mexico,2015,53.1,Sport Shoes
Mexico,2016,49.5,Sport Shoes
Mexico,2017,56.1,Sport Shoes
Mexico,2018,68.4,Sport Shoes
Others,2012,505.2,Sport Shoes
Others,2013,524.8,Sport Shoes
Others,2014,511.1,Sport Shoes
Others,2015,537.5,Sport Shoes
Others,2016,496.4,Sport Shoes
Others,2017,544.1,Sport Shoes
Others,2018,561.7,Sport Shoes
Vietnam ,2012,16.413934,White Pepper
Vietnam ,2013,20.306845,White Pepper
Vietnam ,2014,27.667335,White Pepper
Vietnam ,2015,52.3343348,White Pepper
Vietnam ,2016,56.74799477,White Pepper
Vietnam ,2017,49.442,White Pepper
Vietnam ,2018,43.0136,White Pepper
Singapore,2012,14.258506,White Pepper
Singapore,2013,35.40616,White Pepper
Singapore,2014,56.051807,White Pepper
Singapore,2015,56.84428689,White Pepper
Singapore,2016,29.72242855,White Pepper
Singapore,2017,15.6555,White Pepper
Singapore,2018,6.1201,White Pepper
United State,2012,34.119302,White Pepper
United State,2013,30.249434,White Pepper
United State,2014,19.782351,White Pepper
United State,2015,26.28941091,White Pepper
United State,2016,29.33835985,White Pepper
United State,2017,20.2424,White Pepper
United State,2018,9.4245,White Pepper
Netherlands,2012,9.568223,White Pepper
Netherlands,2013,15.090974,White Pepper
Netherlands,2014,8.933562,White Pepper
Netherlands,2015,15.93014375,White Pepper
Netherlands,2016,13.080606,White Pepper
Netherlands,2017,7.6306,White Pepper
Netherlands,2018,5.1943,White Pepper
Japan,2012,5.236262,White Pepper
Japan,2013,5.54395,White Pepper
Japan,2014,8.913933,White Pepper
Japan,2015,13.62527565,White Pepper
Japan,2016,12.74712869,White Pepper
Japan,2017,3.7324,White Pepper
Japan,2018,4.407,White Pepper
Germany,2012,11.658555,White Pepper
Germany,2013,14.254026,White Pepper
Germany,2014,17.246119,White Pepper
Germany,2015,21.632601,White Pepper
Germany,2016,11.7818,White Pepper
Germany,2017,11.904,White Pepper
Germany,2018,7.2889,White Pepper
Taiwan,2012,2.938102,White Pepper
Taiwan,2013,3.026822,White Pepper
Taiwan,2014,7.552709,White Pepper
Taiwan,2015,6.507715,White Pepper
Taiwan,2016,8.67164236,White Pepper
Taiwan,2017,5.2749,White Pepper
Taiwan,2018,4.1427,White Pepper
Malaysia,2012,6.270488,White Pepper
Malaysia,2013,6.022402,White Pepper
Malaysia,2014,6.711087,White Pepper
Malaysia,2015,9.166189244,White Pepper
Malaysia,2016,7.474243207,White Pepper
Malaysia,2017,4.7546,White Pepper
Malaysia,2018,3.0551,White Pepper
France,2012,2.241425,White Pepper
France,2013,4.132795,White Pepper
France,2014,4.281516,White Pepper
France,2015,5.399836,White Pepper
France,2016,5.883456,White Pepper
France,2017,2.1159,White Pepper
France,2018,2.3947,White Pepper
India,2012,2.707177,White Pepper
India,2013,2.508043,White Pepper
India,2014,2.876451,White Pepper
India,2015,3.62065586,White Pepper
India,2016,4.406699,White Pepper
India,2017,4.328,White Pepper
India,2018,4.3312,White Pepper
Others,2012,9.022553,White Pepper
Others,2013,8.022264,White Pepper
Others,2014,4.66273,White Pepper
Others,2015,8.27747138,White Pepper
Others,2016,7.292902035,White Pepper
Others,2017,8.3967,White Pepper
Others,2018,5.9249,White Pepper
